,Company name,Target value,Sector
0,(ACIP) Alexandria Company for Industrial Packages,0.25,Containers and Packaging
1,4most,0.23,Professional Services
2,A.G. Barr plc,0.6,Food and Beverage Processing
3,A.S. Watson Holdings Limited,0.58,Retailing
4,A/S Vestfrost,0.38,"Consumer Durables, Household and Personal Products"
5,A1 Telekom Austria Group,0.5,Telecommunication Services
6,A2A S.p.A.,1.0,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)"
7,A2G S.A.C B.I.C,0.46,Professional Services
8,AB InBev,1.0,Food and Beverage Processing
9,AB Volvo,0.5,Electrical Equipment and Machinery
10,ABB,0.8,Electrical Equipment and Machinery
11,ABOUT YOU,1.0,Retailing
12,ABP Food Group,0.27,Food and Beverage Processing
13,ACC Limited,0.484,Construction Materials
14,ACCIONA S.A.,0.6,Construction and Engineering
15,AD-II ENGINEERING INC.,0.38,"Consumer Durables, Household and Personal Products"
16,ADIENT plc,0.75,Automobiles and Components
17,AECOM,0.6,Construction and Engineering
18,AFRY (ÅF Pöyry),0.87,Professional Services
19,AIRINC,0.3,Professional Services
20,"AISACHI Co.,Ltd.",0.42,Technology Hardware and Equipment
21,AKISTEEL CO.LTD,0.3,"Mining - Iron, Aluminum, Other Metals"
22,ALDI Einkauf SE & Co. oHG,0.75,Retailing
23,ALDI SOUTH Group,0.75,Retailing
24,ALDO Group Inc.,0.4,"Textiles, Apparel, Footwear and Luxury Goods"
25,ALIMAC s.r.l.,0.5,Containers and Packaging
26,"ALMETAX MANUFACTURING CO.,LTD.",0.3,"Mining - Iron, Aluminum, Other Metals"
27,AM Værktøj Odense A/S,0.5,Technology Hardware and Equipment
28,AMF FASTIGHETER AB,1.0,Real Estate
29,AMICULUM Limited,0.38,Professional Services
30,ANA Holdings Inc.,0.31,Air Transportation - Airlines
31,ARC Alternative and Renewable Construction LLC,0.5,Construction and Engineering
32,"ARC CO., LTD.",0.5,"Trading Companies and Distributors, and Commercial Services and Supplies"
33,ARESTI CHILE WINE S.A.,0.5,Food and Beverage Processing
34,ARGOS WITYU PARTNERS S.A.,1.0,"Banks, Diverse Financials, Insurance"
35,"AROC･SANWA Co.,Ltd.",0.46,"Trading Companies and Distributors, and Commercial Services and Supplies"
36,"ARROW-M CO., LTD.",0.46,Building Products
37,ARÇELİK A.Ş.,0.3,"Consumer Durables, Household and Personal Products"
38,"ASAHI FIBER INDUSTRY CO., LTD.",0.5,Chemicals
39,"ASE Technology Holding, Co., Ltd.",0.35,Semiconductors and Semiconductors Equipment
40,ASICS Corporation,0.63,"Textiles, Apparel, Footwear and Luxury Goods"
41,ASKON DEMIR CELIK SANAYI TICARET AS,0.42,Construction Materials
42,ASKUL Corporation,1.0,Retailing
43,ASL Global Limited,0.46,Media
44,ASML Holdings,0.353,Semiconductors and Semiconductors Equipment
45,ASOS plc,1.0,Retailing
46,ASTM S.p.A.,0.25,Ground Transportation - Highways and Railtracks
47,AT&T Inc.,0.63,Telecommunication Services
48,AUO Corporation,0.25,Technology Hardware and Equipment
49,AVEVA Group,1.0,Software and Services
50,Aakel Technologies Inc.,0.38,Software and Services
51,Aardvark Certification Ltd,0.3,Professional Services
52,Aasted ApS,0.46,Electrical Equipment and Machinery
53,Abbott,0.82,Healthcare Equipment and Supplies
54,Abdi Ibrahim Pharmaceuticals,0.6,"Pharmaceuticals, Biotechnology and Life"
55,Abel & Cole Ltd.,0.535,Retailing
56,Abt Associates,0.386,Professional Services
57,Accenture PLC,0.65,Professional Services
58,Accor S.A.,0.46,"Hotels, Restaurants and Leisure, and Tourism Services"
59,Aceros AZA S.A.,0.5,"Mining - Iron, Aluminum, Other Metals"
60,Acque Bresciane,0.25,Water Utilities
61,Actiam NV,1.0,"Banks, Diverse Financials, Insurance"
62,Action Sustainability (Trading) Ltd,0.46,Professional Services
63,Aderen Consulting SL,0.38,Software and Services
64,Adidas AG,0.9,"Textiles, Apparel, Footwear and Luxury Goods"
65,"Adobe, Inc.",0.55,Software and Services
66,Adva Optical Networking SE,0.672,Technology Hardware and Equipment
67,"Advanced Chemistry Development, Inc. (ACD/Labs)",0.5,Software and Services
68,"Advanced Micro Devices, Inc",25.0,Semiconductors and Semiconductors Equipment
69,"Advantech Co., Ltd.",0.6,Technology Hardware and Equipment
70,Advantest Corporation,0.6,Electrical Equipment and Machinery
71,"Aeon Co., Ltd.",0.8,Food and Staples Retailing
72,Agder Energi,0.82,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)"
73,Agendi Inc,0.5,Professional Services
74,Agrial,0.48,Food Production - Agricultural Production
75,Agromaks Sp. z o.o.,0.42,Food Production - Animal Source Food Production
76,Aguas Andinas S.A.,0.54,Water Utilities
77,Air Liquide Group S.A.,0.6,Chemicals
78,Air New Zealand,0.289,Air Transportation - Airlines
79,"Airbnb, Inc",1.0,"Hotels, Restaurants and Leisure, and Tourism Services"
80,Airties Group S.A.S.,0.42,Telecommunication Services
81,"Ajinomoto Co., Inc.",0.5,Food and Beverage Processing
82,AkzoNobel,0.42,Chemicals
83,Alaya Consulting Ltd.,0.7,Professional Services
84,"Albertsons Companies, Inc",0.63,Food and Staples Retailing
85,Alison Hayes,0.5,"Textiles, Apparel, Footwear and Luxury Goods"
86,Allbirds,0.42,"Textiles, Apparel, Footwear and Luxury Goods"
87,Allegro,0.73,Retailing
88,Allen & Overy LLP,0.5,Professional Services
89,Allens,0.5,Professional Services
90,Allglass Windscreens Repair Ltd,0.38,Retailing
91,Alliance Construction Materials Limited,0.25,Construction Materials
92,Allied Sustainability and Environmental Consultants Group Limited,0.3,Professional Services
93,Alma Media,0.52,Media
94,Almhaga AB,0.5,Food Production - Agricultural Production
95,Alpek Polyester,0.315,Chemicals
96,Alpek S.A.B. de C.V.,0.275,Chemicals
97,Alpkit,0.46,"Textiles, Apparel, Footwear and Luxury Goods"
98,Alstom,0.35,Ground Transportation - Railroads Transportation
99,"Altech Co.,Ltd.",0.46,"Trading Companies and Distributors, and Commercial Services and Supplies"
100,Altri SGPS S.A.,0.51,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber"
101,"Altria Group, Inc.",0.55,Tobacco
102,Alvinesa Natural Ingredients,0.5,Food and Beverage Processing
103,Amalgamated Bank,1.0,"Banks, Diverse Financials, Insurance"
104,Ambuja Cement Ltd,0.43,Construction Materials
105,Amdocs Ltd.,0.21,Software and Services
106,"America Movil, S.A.B. de C.V.",0.52,Telecommunication Services
107,American Airlines,0.45,Air Transportation - Airlines
108,"American Axle & Manufacturing, Inc.",0.667,Automobiles and Components
109,"American Eagle Outfitters, Inc.",0.8,"Textiles, Apparel, Footwear and Luxury Goods"
110,American Tower Corporation,0.4,Real Estate
111,Amgen Inc.,1.0,"Pharmaceuticals, Biotechnology and Life"
112,Ana Luisa,0.42,Retailing
113,"Analog Devices, Inc.",0.667,Semiconductors and Semiconductors Equipment
114,Anderson and DuBose Inc,0.39,Ground Transportation - Trucking Transportation
115,"Anhui Yugong wear resistant material technology Co., Ltd.",0.5,Professional Services
116,Anritsu Corporation,0.3,Technology Hardware and Equipment
117,Antea Nederland B.V.,1.0,Professional Services
118,AnyJunk Limited,0.5,"Trading Companies and Distributors, and Commercial Services and Supplies"
119,Apotea,0.353,Food and Staples Retailing
120,"Apple, Inc.",1.0,Technology Hardware and Equipment
121,"Applus Services, S.A",0.462,Professional Services
122,AptarGroup Inc.,1.0,Containers and Packaging
123,Arab Printing Press,0.5,Specialized Consumer Services
124,Arc'teryx Equipment Inc.,0.65,"Textiles, Apparel, Footwear and Luxury Goods"
125,Arcadis NV,1.0,Professional Services
126,Ardagh Glass Packaging Holdings Sarl,0.42,Containers and Packaging
127,Ardagh Metal Packaging S.A.,0.42,Containers and Packaging
128,Arjeplog Hotel Silverhatten AB,0.5,"Hotels, Restaurants and Leisure, and Tourism Services"
129,Arla Foods,0.63,Food and Beverage Processing
130,"Armada Supply Chain Solutions, LLC",0.4,Ground Transportation - Trucking Transportation
131,"Armstrong World Industries, Inc.",1.0,Building Products
132,Arthur Cox LLP,0.5,Professional Services
133,Arup Group Ltd.,0.3,Professional Services
134,Arvid Nordquist HAB,0.5,Food and Staples Retailing
135,As Çelik Döküm Işleme San. ve Tic. A.S.,0.5,"Mining - Iron, Aluminum, Other Metals"
136,Asahi Group Holdings,0.5,Food and Beverage Processing
137,"Asahi Woodtec Co., Ltd.",0.8,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber"
138,Ascentech K.K.,0.42,Software and Services
139,Ascot Services UK Ltd,0.28,"Trading Companies and Distributors, and Commercial Services and Supplies"
140,Asia Cement Corporation,0.08,Construction Materials
141,Asia Specific Enterprises Ltd.,0.38,Professional Services
142,Assa Abloy AB,0.5,Technology Hardware and Equipment
143,Astellas Pharma Inc.,0.3,"Pharmaceuticals, Biotechnology and Life"
144,Astorg,1.0,"Banks, Diverse Financials, Insurance"
145,AstraZeneca,0.98,"Pharmaceuticals, Biotechnology and Life"
146,Asuene Inc.,0.42,Software and Services
147,Atea,0.43,Software and Services
148,Ateme,0.42,Software and Services
149,Atlantica Sustainable Infrastructure PLC,0.7,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)"
150,Atlas Copco AB,0.46,Electrical Equipment and Machinery
151,Atlassian Corporation Plc,1.0,Software and Services
152,Atos SE,0.5,Software and Services
153,Attacq Limited,0.46,Real Estate
154,Auckland Airport,0.45,Air Transportation - Airport Services
155,Auger Site Investigations Limited,0.42,Construction and Engineering
156,Aurubis AG,0.5,"Mining - Iron, Aluminum, Other Metals"
157,Australian Postal Corporation,0.15,Air Freight Transportation and Logistics
158,Austria Glas Recycling GmbH,0.5,Solid Waste Management Utilities
159,Auto Trader Group plc,0.5,Software and Services
160,"Autodesk, Inc.",1.0,Software and Services
161,Autoliv Inc,0.75,Automobiles and Components
162,Automatismes du Centre Est,0.42,Electrical Equipment and Machinery
163,Autostrade per l’Italia,0.678,Ground Transportation - Highways and Railtracks
164,"AvalonBay Communities, Inc.",0.53,Real Estate
165,Avara Foods Ltd,0.462,Food and Beverage Processing
166,Avery Dennison Corporation,0.7,Containers and Packaging
167,Avieco,0.5,Professional Services
168,Avícola Coliumo,0.5,Food Production - Animal Source Food Production
169,Axcel Management,1.0,"Banks, Diverse Financials, Insurance"
170,Axionable,0.46,Software and Services
171,Azbil Corporation,0.55,Electrical Equipment and Machinery
172,B&M European Value Retail S.A,0.67,Retailing
173,BA GLASS B.V.,0.754,Containers and Packaging
174,BARLOG Plastics GmbH,0.5,Chemicals
175,BARRATT DEVELOPMENTS PLC,0.29,Homebuilding
176,"BCD Travel USA, LLC",1.0,Professional Services
177,BCE inc.,0.64,Telecommunication Services
178,BDB Pitmans LLP,0.46,Specialized Consumer Services
179,BEFIMMO SA,0.5,Real Estate
180,BEHARI LAL ISPAT PVT LTD,0.42,Electrical Equipment and Machinery
181,BEL S.A.,0.756,Food and Staples Retailing
182,BELFOR (UK) Limited,0.9,Construction and Engineering
183,BESTSELLER A/S,0.5,"Textiles, Apparel, Footwear and Luxury Goods"
184,BHC Ltd,0.42,Building Products
185,BI NEWVISION,0.25,Software and Services
186,BIC Services Pty Limited,1.0,"Trading Companies and Distributors, and Commercial Services and Supplies"
187,BITĖ Group,0.516,Telecommunication Services
188,BKUK Group Ltd,1.0,"Hotels, Restaurants and Leisure, and Tourism Services"
189,BLG LOGISTICS GROUP AG & Co. KG,0.3,Air Freight Transportation and Logistics
190,BMW Group,0.8,Automobiles and Components
191,BOUYGUES TELECOM,0.294,Telecommunication Services
192,BPR Group,0.3,Solid Waste Management Utilities
193,BRISA BRIDGESTONE SABANCI TYRE MANUFACTURING AND TRADING INC.,0.56,Tires
194,BRITVIC PLC,0.5,Food and Beverage Processing
195,BSL CASTINGS PVT LTD.,0.42,Electrical Equipment and Machinery
196,BT plc,0.87,Telecommunication Services
197,Bacardi Limited,0.5,Food and Beverage Processing
198,Back Market,0.46,Professional Services
199,Bain & Company,0.35,Professional Services
200,Ball Corporation,0.55,Containers and Packaging
201,"Balsam laboratory (Shanghai) Co., Ltd",0.42,Professional Services
202,Baluarte Cultura,0.5,Professional Services
203,Balwin Properties,0.38,Homebuilding
204,Bama Fresh Cuts AB,0.3,Food and Beverage Processing
205,Bank of Ireland Group,1.0,"Banks, Diverse Financials, Insurance"
206,Barco NV,0.45,Technology Hardware and Equipment
207,Barilla G.R. Fratelli SpA,0.26,Food and Beverage Processing
208,Barry Callebaut,0.35,Food and Beverage Processing
209,Bayer AG,0.42,"Pharmaceuticals, Biotechnology and Life"
210,Beauty Manufacturing Solutions Corp,0.46,"Consumer Durables, Household and Personal Products"
211,Beck & Jørgensen A/S,0.46,Chemicals
212,Beiersdorf AG,0.3,"Consumer Durables, Household and Personal Products"
213,BelOrta,0.42,Food and Staples Retailing
214,Bellway Homes Limited,0.55,Homebuilding
215,Ben & Jerry's,1.0,Food and Staples Retailing
216,"Benesse Corporation Co., Ltd.",0.528,Education Services
217,Bennetts Associates,0.26,Construction and Engineering
218,BergHOFF Belgium,0.42,Retailing
219,Bergfreunde GmbH,0.75,Retailing
220,Bergzeit GmbH,0.46,Retailing
221,"Berry Global Group, Inc.",0.252,Containers and Packaging
222,Bertegruppen AB,0.5,Food and Beverage Processing
223,Bertelsmann SE & Co. KGaA,0.5,Media
224,Beryl,0.38,Ground Transportation - Trucking Transportation
225,Berylls Group GmbH,0.42,Professional Services
226,"Best Buy Co., Inc.",0.5,Retailing
227,Betsson AB,0.54,Software and Services
228,Betz Holding GmbH,0.42,Food and Staples Retailing
229,Bharti Airtel Limited,0.502,Telecommunication Services
230,Billerud AB,0.59,Containers and Packaging
231,BioGaia AB,0.46,"Pharmaceuticals, Biotechnology and Life"
232,Biogen Inc.,0.8,"Pharmaceuticals, Biotechnology and Life"
233,Bioregional Development Group,0.5,Professional Services
234,Bloomberg LP,1.0,Software and Services
235,Bloomsbury Publishing Plc.,0.46,Media
236,Blue Sky Botanics,0.46,Food and Beverage Processing
237,Bluebird.inc,0.25,Electrical Equipment and Machinery
238,BoConcept A/S,0.23,"Consumer Durables, Household and Personal Products"
239,Bodenmann Metzgerei AG,0.42,Food and Beverage Processing
240,Boma Global,0.5,Professional Services
241,Bonava AB,0.5,Homebuilding
242,Bonduelle Group,0.38,Food and Beverage Processing
243,Bonnier Books,0.25,Media
244,Boohoo Group PLC,1.0,Retailing
245,Boral Limited,0.46,Construction Materials
246,Borregaard AS,0.53,Chemicals
247,Boston Consulting Group,0.92,Professional Services
248,Boston Properties,0.39,Real Estate
249,Boston Scientific Corporation,0.55,Healthcare Equipment and Supplies
250,"Boujyokenkyusyo Co.,Ltd.",0.42,"Trading Companies and Distributors, and Commercial Services and Supplies"
251,Brambles,1.0,Air Freight Transportation and Logistics
252,Bramming Plast-Industri A/S,0.42,Construction Materials
253,Bregal Investments,1.0,"Banks, Diverse Financials, Insurance"
254,BrightWolves,0.42,Professional Services
255,Bristlecone Inc,0.38,Professional Services
256,British American Tobacco (BAT),0.5,Tobacco
257,British Broadcasting Corporation,0.46,Media
258,Brixmor Property Group,0.5,Real Estate
259,Brooks Running,0.5,"Textiles, Apparel, Footwear and Luxury Goods"
260,"Brother Industries, Ltd.",0.65,Technology Hardware and Equipment
261,Brown Knight & Truscott Limited,0.46,"Trading Companies and Distributors, and Commercial Services and Supplies"
262,Brown Thomas Arnotts,1.0,Retailing
263,Brundtland Consulting,0.46,Professional Services
264,Brunswick Group,1.0,Professional Services
265,Bruynzeel Storage Group BV,0.42,Building Products
266,Buckley Gray Yeoman,0.46,Professional Services
267,Bugaboo International,1.0,"Consumer Durables, Household and Personal Products"
268,Bulten AB,0.3,Automobiles and Components
269,Bunge Limited,0.25,Food Production - Agricultural Production
270,Bunzl plc,0.79,"Trading Companies and Distributors, and Commercial Services and Supplies"
271,Bupa,0.63,"Banks, Diverse Financials, Insurance"
272,Burberry Limited,0.95,"Textiles, Apparel, Footwear and Luxury Goods"
273,Burges Salmon LLP,0.5,Professional Services
274,Buro Happold,1.0,Professional Services
275,Buyer’s Edge Platform,0.42,Software and Services
276,BİRİKİM MÜHENDİSLİK VE ENDÜSTRİYEL YÜKLENİM LTD ŞTİ,0.42,Construction and Engineering
277,C&A,0.3,Retailing
278,C.T. POINT S.P.A.,0.5,"Textiles, Apparel, Footwear and Luxury Goods"
279,C.V.O. International,0.5,Food and Beverage Processing
280,"CAGLA, Inc.",0.38,Software and Services
281,"CANGZHOU YONGXING FOUNDRY CO.,LTD",0.38,"Mining - Iron, Aluminum, Other Metals"
282,CANPACK Group,1.0,Containers and Packaging
283,CAPSUM,0.38,Chemicals
284,CARMILA,0.5,Real Estate
285,CARTIER,1.0,"Textiles, Apparel, Footwear and Luxury Goods"
286,"CASIO COMPUTER CO., LTD.",0.38,"Consumer Durables, Household and Personal Products"
287,CBCL Limited,0.3,Professional Services
288,CBRE,0.79,Real Estate
289,CELLNEX TELECOM S.A.,1.0,Telecommunication Services
290,CEMAsys.com AS,0.5,Software and Services
291,"CEMEX, S.A.B de C.V.",0.581,Construction Materials
292,CES Consulting Engineers Salzgitter GmbH,0.5,Professional Services
293,CEWE Stiftung & Co. KGaA,0.5,"Trading Companies and Distributors, and Commercial Services and Supplies"
294,CEZ Group,0.5,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)"
295,CGI IT UK LTD,0.5,Software and Services
296,CHANEL,0.5,"Textiles, Apparel, Footwear and Luxury Goods"
297,CHS Agency,0.42,Media
298,"CHUBU TEPRO CO.,LTD",0.38,Automobiles and Components
299,CJCHT Groups,0.42,"Textiles, Apparel, Footwear and Luxury Goods"
300,CK Hutchison Group Telecom Holdings Limited,0.5,Telecommunication Services
301,CLIMACT,0.5,Professional Services
302,CLP Holdings Limited,0.52,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)"
303,CLS Holdings PLC,0.42,Real Estate
304,CMPC,0.504,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber"
305,CMS Cameron McKenna Nabarro Olswang LLP,0.3,Professional Services
306,CO2nnsulting Limited,0.28,Professional Services
307,COBANA GmbH & Co. KG,0.46,Food and Staples Retailing
308,COFRA Holding AG,1.0,"Banks, Diverse Financials, Insurance"
309,COLAS Ltd,0.462,Construction and Engineering
310,COLAS SA,0.3,Construction and Engineering
311,CORDM,0.38,Construction Materials
312,CPC Project Services LLP,0.46,Professional Services
313,CPI Property Group S.A.,1.0,Real Estate
314,CRH plc,0.25,Construction Materials
315,CSX Corporation,0.37,Ground Transportation - Railroads Transportation
316,CTT - Correios de Portugal SA,0.3,Air Freight Transportation and Logistics
317,CV De Bandt Advocaten – Avocats Attorneys Rechtsanwalte,0.3,Professional Services
318,CVS Health,0.9,Food and Staples Retailing
319,Caesars Entertainment,0.6,"Hotels, Restaurants and Leisure, and Tourism Services"
320,Cafedirect plc,0.46,Food and Beverage Processing
321,Califia Farms,0.42,Food and Beverage Processing
322,Campbell Soup Company,0.42,Food and Beverage Processing
323,Camper S.L.,0.5,"Textiles, Apparel, Footwear and Luxury Goods"
324,Canada Post | Postes Canada,1.0,Air Freight Transportation and Logistics
325,Canadian National Railway Company,0.43,Ground Transportation - Railroads Transportation
326,Canadian Pacific Railway Company,0.383,Ground Transportation - Railroads Transportation
327,Canary Marketing,0.25,Professional Services
328,Canary Wharf Group Plc,0.65,Real Estate
329,Capgemini SE,1.0,Software and Services
330,Capita Plc,0.5,Professional Services
331,CapitaLand,0.46,Real Estate
332,Capital & Counties Properties PLC,0.5,Real Estate
333,Cappelen Damm Holding AS,0.5,Media
334,Capri Holdings Limited,0.5,"Textiles, Apparel, Footwear and Luxury Goods"
335,Carbon Free Consulting Corporation,0.3,Professional Services
336,"Carbon Free Network, Inc.",0.3,Professional Services
337,Carbon Intelligence,1.0,Professional Services
338,Cardo Systems Ltd.,0.38,Technology Hardware and Equipment
339,"Cargill, Inc.",0.3,Food and Beverage Processing
340,Cargotec,0.5,Electrical Equipment and Machinery
341,Carlsberg Group,1.0,Food and Beverage Processing
342,Carmo A/S,0.5,Healthcare Equipment and Supplies
343,Carnegie Fonder AB,1.0,"Banks, Diverse Financials, Insurance"
344,Carrefour,0.3,Food and Staples Retailing
345,Cartaseta AG,0.23,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber"
346,"Carter's, Inc.",0.77,Retailing
347,Casday (Thailand) Corporation Limited,0.42,"Consumer Durables, Household and Personal Products"
348,Casino Guichard Perrachon SA,0.18,Food and Staples Retailing
349,Castellum AB,1.0,Real Estate
350,Castlemead Insurance Brokers,0.46,"Specialized Financial Services, Consumer Finance, Insurance Brokerage Firms"
351,Castrén & Snellman Attorneys Ltd,0.5,Professional Services
352,Catena AB,0.5,Real Estate
353,"Cathay Financial Holding Co., Ltd",0.73,"Banks, Diverse Financials, Insurance"
354,Celestica,0.3,Technology Hardware and Equipment
355,Cementir Holding N.V.,0.25,Construction Materials
356,Cemminerals,0.28,Construction Materials
357,Cermaq Group,0.35,Food Production - Animal Source Food Production
358,"Changzhou Wuitu Smart Technology Co.,Ltd.",0.5,Software and Services
359,"Charles River Laboratories, Inc.",1.0,"Pharmaceuticals, Biotechnology and Life"
360,Chemisches Laboratorium Dr. Kurt Richter GmbH,0.23,Chemicals
361,Chicony Electronics Co. Ltd.,0.568,Technology Hardware and Equipment
362,"Chicony Power Technology Co., Ltd.",0.568,Technology Hardware and Equipment
363,Chiesi Farmaceutici S.p.A.,0.9,"Pharmaceuticals, Biotechnology and Life"
364,Chinachem Group,0.518,Real Estate
365,"Chipotle Mexican Grill, Inc.",0.5,"Hotels, Restaurants and Leisure, and Tourism Services"
366,Chiquita Brands International Sàrl,0.9,Food Production - Agricultural Production
367,Choice Properties REIT,0.5,Real Estate
368,Chr. Hansen A/S,0.42,Food and Beverage Processing
369,Christie's International plc,0.8,Specialized Consumer Services
370,ChuSanRen (Central Japan Industries Association),0.5,Professional Services
371,"Chugai Pharmaceutical Co., Ltd.",1.0,"Pharmaceuticals, Biotechnology and Life"
372,"Chuko Electric Co., Ltd.",0.42,Electrical Equipment and Machinery
373,Church & Dwight Co. Inc.,1.0,"Consumer Durables, Household and Personal Products"
374,"Cisco Systems, Inc.",0.9,Technology Hardware and Equipment
375,City Developments Limited,0.63,Real Estate
376,Citycon Oyj,0.42,Real Estate
377,Clariant AG,0.4,Chemicals
378,Clear Insurance Management Ltd.,0.3,Professional Services
379,Clif Bar & Company,0.5,Food and Beverage Processing
380,Clifford Chance LLP,0.8,Professional Services
381,Cloetta AB,0.46,Food and Beverage Processing
382,CloudBuy Limited,0.5,Software and Services
383,Cloudfm Group Limited,0.46,Real Estate
384,Coats Group plc,1.0,"Textiles, Apparel, Footwear and Luxury Goods"
385,Coca Cola European Partners,0.47,Food and Beverage Processing
386,Coca-Cola FEMSA,1.0,Food and Beverage Processing
387,Coca-Cola HBC AG,0.55,Food and Beverage Processing
388,Cofinimmo,0.5,Real Estate
389,Cogeco Inc.,0.65,Telecommunication Services
390,Cognizant Technology Solutions Corporation,0.77,Software and Services
391,Colgate Palmolive Company,1.0,"Consumer Durables, Household and Personal Products"
392,Colisée Group,0.516,"Healthcare Providers and Services, and Healthcare Technology"
393,Coloplast A/S,1.0,Healthcare Equipment and Supplies
394,Colt Group Holdings Limited,0.93,Telecommunication Services
395,Comany Inc.,0.8,Building Products
396,ComfortDelGro Corporation Limited,0.612,Ground Transportation - Trucking Transportation
397,Commercial Corporate Services Limited,0.5,Professional Services
398,Common keiso Ltd.,0.42,Construction and Engineering
399,CommonWealth Partners,0.5,Real Estate
400,Compagnie Financière Richemont SA,1.0,"Textiles, Apparel, Footwear and Luxury Goods"
401,Companhia Brasileira de Aluminio,0.4,"Mining - Iron, Aluminum, Other Metals"
402,Compass Group PLC,0.462,"Hotels, Restaurants and Leisure, and Tourism Services"
403,Compass Group UK&I,1.0,"Hotels, Restaurants and Leisure, and Tourism Services"
404,"Conagra Brands, Inc.",0.25,Food and Beverage Processing
405,"Connectria, Inc.",0.42,Technology Hardware and Equipment
406,Constantia Flexibles International GmbH,0.24,Containers and Packaging
407,Construction Marine Ltd,0.42,Construction and Engineering
408,Contact Energy,0.45,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)"
409,Continental,0.75,Automobiles and Components
410,Contour Design Nordic A/S,0.42,Technology Hardware and Equipment
411,Contraf-Nicotex-Tobacco GmbH (CNT),0.42,Tobacco
412,Conversio,0.42,Professional Services
413,Coop Sverige AB,1.0,Food and Staples Retailing
414,Coop amba,0.91,Food and Staples Retailing
415,Coor Service Management,0.75,"Trading Companies and Distributors, and Commercial Services and Supplies"
416,"Copps Industries, Inc.",0.42,Chemicals
417,Corbion,0.38,Chemicals
418,Corvaglia Closures Eschlikon AG,0.5,Containers and Packaging
419,Cosmosol S.r.l.,0.42,"Consumer Durables, Household and Personal Products"
420,Costa Coffee,0.5,Food and Beverage Processing
421,Coty Inc.,1.0,"Consumer Durables, Household and Personal Products"
422,Countryside Properties,0.52,Homebuilding
423,Covivio,0.63,Real Estate
424,Cranswick plc,0.5,Food and Beverage Processing
425,Crest Lifts Ltd,0.38,Construction and Engineering
426,"Critical Start, Inc.",0.42,Software and Services
427,Croda International Plc,0.462,Chemicals
428,"Crown Holdings, Inc",0.5,Containers and Packaging
429,Crystal Claire Cosmetics Inc.,0.46,"Consumer Durables, Household and Personal Products"
430,Cummins,0.5,Electrical Equipment and Machinery
